word,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,cmv_concrete,cmv_valence,cmv_arousal,cmv_dominance
cemented,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
cemetery,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.93,3.49,4.1,3.82
censor,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,4.1,4.45,4.15
censure,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.44,5.063900388098289,4.21066551674573,5.184823199655046
census,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,4.91,3.54,4.91
cent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,5.37,3.76,5.3
centenary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
centennial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.57,5.58,2.86,6.09
center,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.85,5.56,2.62,5.72
centimeter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.13,5.063900388098289,4.21066551674573,5.184823199655046
central,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.71,5.33,3.5,5.76
centrality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.35,5.063900388098289,4.21066551674573,5.184823199655046
centralization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.11,5.063900388098289,4.21066551674573,5.184823199655046
centralize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.15,5.063900388098289,4.21066551674573,5.184823199655046
centrally,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,5.063900388098289,4.21066551674573,5.184823199655046
centrifugal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74,5.063900388098289,4.21066551674573,5.184823199655046
centrifuge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.38,5.063900388098289,4.21066551674573,5.184823199655046
centurion,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
century,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.83,5.36,3.19,4.68
ceramics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,5.21,2.86,6.0
cereal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,6.45,3.05,5.77
cereals,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.72,5.063900388098289,4.21066551674573,5.184823199655046
cerebral,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.22,4.95,3.7,6.76
ceremonial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.67,4.4,5.36
ceremony,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,3.57,6.38,3.83,5.67
certainty,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.59,6.38,4.35,6.05
certificate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,6.0,3.61,5.47
certify,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.55,5.89,3.62,5.93
cess,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
cessation,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chaff,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chafing,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chagrin,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.55,4.79,4.05,4.2
chair,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,5.89,2.86,5.28
chairman,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.31,5.57,3.55,5.57
chairperson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58,5.063900388098289,4.21066551674573,5.184823199655046
chairwoman,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.41,5.063900388098289,4.21066551674573,5.184823199655046
chaise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chalet,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,5.1,3.83,4.76
chalice,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,5.19,3.48,5.76
chalk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9,5.0,2.9,5.48
challenge,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.11,5.95,5.25,4.68
chamber,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.59,4.73,4.58,5.5
chambers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chameleon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.68,6.3,4.19,5.04
champagne,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.82,6.86,3.8,6.47
champion,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,3.82,7.33,4.74,5.88
chance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.64,6.05,4.3,5.25
chancellor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.2,4.91,3.67,5.04
chandelier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,6.47,3.88,5.29
chandler,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
change,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,5.09,4.05,5.81
changeable,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.2,5.063900388098289,4.21066551674573,5.184823199655046
changed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
changer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.41,4.95,3.15,5.11
changing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
channel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.18,5.67,2.68,5.52
chant,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,4.32,3.29,5.2
chaos,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.79,2.84,6.31,3.31
chaotic,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.08,4.55,6.14,3.95
chap,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,5.1,2.54,5.05
chapel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6,6.67,2.45,3.8
chaplain,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.33,5.1,3.56,5.18
chapman,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chaps,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.62,5.063900388098289,4.21066551674573,5.184823199655046
chapter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.43,5.7,3.86,6.21
char,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
character,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.93,6.14,4.35,7.37
characteristic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.38,5.57,4.24,5.37
characterize,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.5,3.24,6.32
charade,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.93,3.95,4.23,4.45
charcoal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,6.2,2.86,5.0
charge,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.96,4.61,4.25,5.17
chargeable,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,2.5,5.063900388098289,4.21066551674573,5.184823199655046
charger,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.39,5.28,3.59,5.04
chariot,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.86,6.11,4.11,6.59
charitable,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.13,7.33,3.5,6.56
charity,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.62,6.85,3.22,6.08
charm,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.76,7.34,4.51,6.43
charmed,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
charmer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.54,6.53,4.79,5.86
charming,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.14,7.05,5.0,6.95
chart,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.48,5.35,3.1,6.11
charter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.15,5.55,3.84,5.74
chartered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,5.063900388098289,4.21066551674573,5.184823199655046
chase,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.48,3.77,6.6,4.68
chasm,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.24,5.063900388098289,4.21066551674573,5.184823199655046
chastisement,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.11,5.063900388098289,4.21066551674573,5.184823199655046
chastity,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,4.0,4.52,5.62
chat,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,5.75,4.27,6.22
chateau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.39,6.21,3.45,6.13
chatter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.33,5.9,4.44,5.95
chattering,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.81,5.063900388098289,4.21066551674573,5.184823199655046
chatty,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.76,4.42,4.59,5.42
chauffeur,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,5.42,4.7,5.33
cheap,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.11,5.24,4.47,5.89
cheat,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.23,3.05,4.91,4.37
check,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,6.55,3.38,4.67
checker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,4.94,3.68,5.79
checkered,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.67,4.71,3.57,4.33
checkers,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89,5.24,3.24,6.0
checklist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.61,6.4,3.55,6.48
cheek,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.83,5.9,3.47,5.38
cheeks,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
cheep,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
cheer,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.77,7.1,5.33,6.37
cheerful,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,2.34,8.0,5.76,7.32
cheerfulness,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,2.57,5.063900388098289,4.21066551674573,5.184823199655046
cheering,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.63,5.063900388098289,4.21066551674573,5.184823199655046
cheery,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.64,7.21,5.86,6.2
cheesecake,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.97,7.67,3.43,6.22
cheetah,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,6.27,5.31,5.43
chemise,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chemist,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,4.24,4.95,3.95,5.4
chemistry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.64,5.74,4.59,5.12
cheque,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
cherish,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.73,6.75,4.14,7.32
cherry,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.62,7.05,4.91,5.63
chess,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.05,2.86,5.0
chest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,5.18,4.95,6.58
chestnut,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.7,5.68,3.43,5.63
chevron,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.27,5.063900388098289,4.21066551674573,5.184823199655046
chew,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.93,5.58,3.8,6.48
chic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,6.47,5.1,6.04
chicane,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chicken,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.8,6.17,3.2,5.22
chief,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26,5.83,3.25,4.89
chiefly,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,5.063900388098289,4.21066551674573,5.184823199655046
chieftain,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.44,5.063900388098289,4.21066551674573,5.184823199655046
child,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.78,7.2,5.33,5.2
childbirth,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.04,6.62,5.62,5.14
childhood,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.53,6.65,3.73,5.3
childish,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.52,4.89,5.0,4.38
chill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.89,5.16,3.25,5.55
chilly,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.56,4.41,5.0,4.74
chime,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.4,6.05,4.1,6.21
chimera,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chimes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chimney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.89,2.45,5.19
china,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79,5.063900388098289,4.21066551674573,5.184823199655046
chine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chinook,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chip,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,6.32,2.75,4.58
chipping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.65,5.063900388098289,4.21066551674573,5.184823199655046
chirp,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,5.9,4.15,5.58
chisel,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.63,5.25,3.55,5.19
chit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chivalry,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.88,6.7,3.95,5.81
chloroform,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.78,3.0,6.15,4.19
chocolate,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.72,7.63,5.14,5.88
choice,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.9,6.36,3.52,6.56
choir,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.34,6.15,3.29,4.68
choke,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.97,2.42,5.3,3.74
cholera,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.26,2.68,4.0,4.35
choose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.62,6.0,3.6,6.83
choosing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.17,5.063900388098289,4.21066551674573,5.184823199655046
chop,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.48,4.6,4.43,5.76
chopping,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.78,5.063900388098289,4.21066551674573,5.184823199655046
chops,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
choral,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.96,5.063900388098289,4.21066551674573,5.184823199655046
chords,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chore,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.78,3.9,4.8,5.08
chorus,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.03,6.0,4.2,5.26
chosen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.33,5.063900388098289,4.21066551674573,5.184823199655046
chowder,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.7,6.0,3.91,6.24
christening,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.72,5.8,3.83,5.73
chromatic,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
chromatography,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
chromosome,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,4.95,2.88,3.59
chronic,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.17,3.86,4.91,4.26
chronicle,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.96,6.1,3.59,5.71
chronograph,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.19,5.063900388098289,4.21066551674573,5.184823199655046
chronological,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.11,5.063900388098289,4.21066551674573,5.184823199655046
chuck,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,5.06,3.95,5.04
chuckle,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,3.82,7.1,5.3,5.71
chunk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.86,4.67,4.0,5.48
chunky,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,4.1,3.41,4.14
church,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,4.9,5.21,3.63,5.04
churchyard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,5.063900388098289,4.21066551674573,5.184823199655046
churn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.84,4.28,4.35
chute,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,4.05,2.71,5.45
chutney,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.05,3.38,5.18
ciao,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
cider,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.97,5.6,3.41,5.84
cigar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.93,4.4,4.27,6.16
cigarette,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.88,3.0,4.0,5.05
cinch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.07,4.47,3.3,5.0
cinder,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.54,4.8,3.91,5.76
cinema,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,6.86,6.05,5.94
cinematographer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.32,5.063900388098289,4.21066551674573,5.184823199655046
cinematography,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.52,5.43,4.0,6.04
cinnamon,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.85,6.75,3.72,5.91
cipher,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.58,5.71,4.55,5.53
circle,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.44,5.76,3.33,5.38
circling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3,5.063900388098289,4.21066551674573,5.184823199655046
circuit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,4.82,4.35,5.56
circular,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.79,5.47,3.4,5.25
circulate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.88,5.19,4.0,5.68
circulation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.03,5.71,4.05,5.59
circumcision,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.13,4.11,4.73,3.32
circumference,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.96,5.24,2.71,5.3
circumferential,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.36,5.063900388098289,4.21066551674573,5.184823199655046
circumscribed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.74,5.063900388098289,4.21066551674573,5.184823199655046
circumstance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.77,5.0,3.41,5.5
circumstantial,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.96,4.0,4.5,5.05
circumvention,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
circus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.43,5.85,5.45,4.94
cirrus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
cistern,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
citadel,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.61,5.61,3.85,5.56
citation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.66,3.7,3.8,3.86
citizen,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.43,6.43,2.63,5.95
citrine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0362981503266133,5.063900388098289,4.21066551674573,5.184823199655046
