word,nrc_anger,nrc_anticipation,nrc_disgust,nrc_fear,nrc_joy,nrc_negative,nrc_positive,nrc_sadness,nrc_surprise,nrc_trust,cmv_concrete,cmv_valence,cmv_arousal,cmv_dominance
marketing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,4.83,4.75,5.09
neutralist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,5.063900388098289,4.21066551674573,5.184823199655046
neutralizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,5.063900388098289,4.21066551674573,5.184823199655046
partway,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,5.063900388098289,4.21066551674573,5.184823199655046
persona,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,5.37,3.9,6.19
princedom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,5.063900388098289,4.21066551674573,5.184823199655046
sadomasochism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,5.063900388098289,4.21066551674573,5.184823199655046
schemer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,5.063900388098289,4.21066551674573,5.184823199655046
tenseness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,5.063900388098289,4.21066551674573,5.184823199655046
zillion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.33,5.81,4.26,4.89
acrophobia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
astrobiology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
atomics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
availability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.68,4.38,5.5
belligerency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
categorization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
consensus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.74,3.0,5.38
depravation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
disembodiment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
littleness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
middleclass,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
overkill,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,3.35,6.0,4.69
preposition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
repopulation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
stuffiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
unloosen,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
wastefulness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.32,5.063900388098289,4.21066551674573,5.184823199655046
ambiance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
blaspheme,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
bloodlust,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
blowhard,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
dawning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
demotion,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
depiction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
entrapment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,3.3,5.91,3.57
experimentation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,6.0,5.52,5.48
faulting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
heartland,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,6.0,4.32,5.88
hysterics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
intensifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
lamentation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
macro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.2,3.85,5.45
miscalculation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,3.21,4.71,4.96
motherfucker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,1.61,7.33,2.56
nonsupport,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
preflight,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
prerecord,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
qualifier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
rationalization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
shortsightedness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
slackness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
trusteeship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
worldview,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.31,5.063900388098289,4.21066551674573,5.184823199655046
accessibility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
antiestablishment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
antiwar,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
dopey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.86,2.91,4.2
excommunication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
girlishness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
handsomeness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
ignoramus,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
misdeed,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
multiphase,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
negativity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,2.74,5.09,3.42
nonevent,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
reconnection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
restfulness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
rundown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,3.79,3.55,3.46
tragicomedy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
wellbeing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
whodunit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3,5.063900388098289,4.21066551674573,5.184823199655046
blandness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,5.063900388098289,4.21066551674573,5.184823199655046
chronology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,5.063900388098289,4.21066551674573,5.184823199655046
enhancement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,6.29,4.39,6.22
interrelationship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,5.063900388098289,4.21066551674573,5.184823199655046
legit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,6.85,4.8,5.77
mistreatment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,5.063900388098289,4.21066551674573,5.184823199655046
orneriness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,5.063900388098289,4.21066551674573,5.184823199655046
retrofit,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,5.063900388098289,4.21066551674573,5.184823199655046
thoroughness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,5.063900388098289,4.21066551674573,5.184823199655046
wedlock,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.29,5.74,4.45,4.91
demographics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,5.063900388098289,4.21066551674573,5.184823199655046
fatale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,5.063900388098289,4.21066551674573,5.184823199655046
impertinence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,4.37,3.35,5.6
joviality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,5.063900388098289,4.21066551674573,5.184823199655046
mooch,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,3.71,5.8,5.2
postdoctoral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,5.063900388098289,4.21066551674573,5.184823199655046
pureblood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,5.063900388098289,4.21066551674573,5.184823199655046
replenishment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,5.063900388098289,4.21066551674573,5.184823199655046
timesaver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,5.063900388098289,4.21066551674573,5.184823199655046
unreason,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,5.063900388098289,4.21066551674573,5.184823199655046
wacko,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.28,3.89,5.32,4.11
artificiality,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
basics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.86,3.14,5.55
congratulation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,7.3,6.05,6.68
escalation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,4.82,4.91,4.6
everyplace,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
exaggerator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
melancholia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
mesmerism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
misdirection,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,3.7,3.78,3.42
nonattendance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
pragmatist,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
saver,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,6.44,2.68,5.84
shallowness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
superimposition,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
surrealism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
vulgarism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.27,5.063900388098289,4.21066551674573,5.184823199655046
boorishness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,5.063900388098289,4.21066551674573,5.184823199655046
diminishment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,5.063900388098289,4.21066551674573,5.184823199655046
freethinker,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,5.063900388098289,4.21066551674573,5.184823199655046
humor,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,7.75,5.11,6.75
luxuriousness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,5.063900388098289,4.21066551674573,5.184823199655046
misdiagnosis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,5.063900388098289,4.21066551674573,5.184823199655046
premeditation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,5.063900388098289,4.21066551674573,5.184823199655046
resale,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,5.063900388098289,4.21066551674573,5.184823199655046
shithead,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,2.37,6.0,3.96
stardom,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,5.85,5.45,6.68
takings,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.26,5.063900388098289,4.21066551674573,5.184823199655046
adverb,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
alliteration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
conditioning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,4.89,3.77,5.96
contentment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,6.62,4.6,6.58
cousinhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
dimwittedness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
downgrade,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
gusto,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.67,4.43,6.21
insistence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.0,5.63,5.33
introvert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
lieutenancy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
lyricism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
maneuverability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
psychoanalysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,4.47,5.57,3.83
quirk,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.6,3.59,5.7
reenlistment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
runaround,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,4.14,5.14,4.04
scallywag,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,5.063900388098289,4.21066551674573,5.184823199655046
trouble,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25,2.87,5.59,4.35
airiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
ascendant,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.29,3.23,5.78
attentiveness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
boastfulness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
brownnose,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
discriminator,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
enlistment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
equivalency,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
fraternization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
housewifery,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
hybridization,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
mayhem,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,3.59,5.95,3.9
misapplication,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
nastiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
pandemonium,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,4.4,6.15,3.77
portability,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
portrayal,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
psychodynamics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
reproof,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
startup,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.063900388098289,4.21066551674573,5.184823199655046
validation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.24,5.7,4.2,6.44
acclamation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
autocracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
causer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
comeback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,6.14,4.89,6.67
dibs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.21,4.62,5.35
embryology,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
extrovert,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
flamboyance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
impoverishment,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
inaccessibility,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
malarkey,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,4.45,4.33,4.33
misinformation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
personhood,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
prearrangement,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
revelry,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.063900388098289,4.21066551674573,5.184823199655046
throwback,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,5.42,4.57,5.0
viewpoint,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.23,6.17,3.55,5.8
counteraction,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.063900388098289,4.21066551674573,5.184823199655046
decadence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.21,4.32,6.12
disinterest,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.063900388098289,4.21066551674573,5.184823199655046
imbalance,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,3.9,4.58,3.86
jolliness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.063900388098289,4.21066551674573,5.184823199655046
negativism,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.063900388098289,4.21066551674573,5.184823199655046
nonstarter,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.063900388098289,4.21066551674573,5.184823199655046
poof,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.7,3.8,4.73
prematurity,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.063900388098289,4.21066551674573,5.184823199655046
pseudoscience,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.063900388098289,4.21066551674573,5.184823199655046
renegotiations,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.063900388098289,4.21066551674573,5.184823199655046
shortfall,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.063900388098289,4.21066551674573,5.184823199655046
vesting,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.22,5.063900388098289,4.21066551674573,5.184823199655046
apocalypse,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,3.24,5.04,2.65
civics,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,5.33,3.85,5.05
dreamworld,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,5.063900388098289,4.21066551674573,5.184823199655046
easiness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,5.063900388098289,4.21066551674573,5.184823199655046
energizer,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,5.063900388098289,4.21066551674573,5.184823199655046
hater,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,2.33,4.14,4.8
irreverence,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,5.063900388098289,4.21066551674573,5.184823199655046
kinship,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,7.53,4.65,6.26
laziness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,3.9,2.76,4.95
lewdness,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.21,5.063900388098289,4.21066551674573,5.184823199655046
